Nome,Edicao,Preco
Compartilhar a Dor / Share the Pain ,(#BPW2-PT066) / (#BPW2-EN066),N.D
Compartilhar a Dor / Share the Pain ,(#DB2-PT083) / (#DB2-EN083),N.D
Compartilhar a Dor / Share the Pain ,(#DT01-PT091) / (#DT01-EN091),N.D
Compartilhar a Dor / Share the Pain ,(#MRD-140) / (#MRD-140),N.D
Compartilhar a Dor / Share the Pain ,(#WGRT-PT066) / (#WGRT-EN066),N.D
Competição de Encarar / Staring Contest ,(#FLOD-PT064) / (#FLOD-EN064),N.D
Competição de Encarar / Staring Contest ,(#MP19-PT042) / (#MP19-EN042),N.D
ompilador Defeituoso / Defect Compiler ,(#CIBR-PT001) / (#CIBR-EN001),N.D
Compilador Defeituoso / Defect Compiler ,(#MP18-PT104) / (#MP18-EN104),N.D
Compilador Defeituoso / Defect Compiler ,(#SP18-PT008) / (#SP18-EN008),N.D
Comporta Buraco ,Armadilha,N.D
Comporta Buraco Armadilha / Floodgate Trap Hole ,(#MP17-PT114) / (#MP17-EN114),"10,32"
Comporta Buraco Armadilha / Floodgate Trap Hole ,(#TDIL-PT076) / (#TDIL-EN076),N.D
Compra Única / Single Purchase ,(#JOTL-PT069) / (#JOTL-EN069),N.D
Compra Avançada / Advance Draw ,(#ANPR-PT047) / (#ANPR-EN047),N.D
Compra Avançada / Advance Draw ,(#DESO-PT056) / (#DESO-EN056),N.D
Compra Avançada / Advance Draw ,(#DP09-PT021) / (#DP09-EN021),N.D
ompra Avançada / Advance Draw ,(#DPCT-PTY06) / (#DPCT-ENY06),N.D
ompra Avançada / Advance Draw ,(#LC5D-PT047) / (#LC5D-EN047),N.D
Compra Brilhante / Shining Draw ,(#DUPO-PT010) / (#DUPO-EN010),N.D
Compra Definitiva / Final Draw ,(#SS01-PTAS3) / (#SS01-ENAS3),N.D
ompra Falsa / Squib Draw ,(#CIBR-PT055) / (#CIBR-EN055),N.D
Compra Falsa / Squib Draw ,(#MP18-PT138) / (#MP18-EN138),N.D
Compra Falsa / Squib Draw ,(#SDRR-PT024) / (#SDRR-EN024),N.D
Compra Predestinada / Draw of Fate ,(#DUPO-PT003) / (#DUPO-EN003),N.D
Comprar Músculos / Draw Muscle ,(#MP15-PT168) / (#MP15-EN168),N.D
omprar Músculos / Draw Muscle ,(#NECH-PT057) / (#NECH-EN057),N.D
Comprar Músculos / Draw Muscle ,(#YS16-PT024) / (#YS16-EN024),N.D
Compulsory Escape Device ,(#REDU-EN074),N.D
omrade Swordsman of Landstar ,(#CSOC-EN033),N.D
omrade Swordsman of Landstar ,(#LCJW-EN048),N.D
Comutação Dragãozela / Dragonmaid Changeover ,(#MYFI-PT025) / (#MYFI-EN025),N.D
Concessão do Legado Mundial / World Legacy Bestowal ,(#RIRA-PT074) / (#RIRA-EN074),"0,80"
Conchápsula / Capshell ,(#RIRA-PT000) / (#RIRA-EN000),"4,80"
Conclave Cristalino / Crystal Conclave ,(#FLOD-PT099) / (#FLOD-EN099),N.D
Conclave Cristalino / Crystal Conclave ,(#MP19-PT070) / (#MP19-EN070),N.D
ondenação de Fogo Vulcânico / Volcanic Doomfire ,(#CT04-PT004) / (#CT04-EN004),N.D
Condenação de Fogo Vulcânico / Volcanic Doomfire ,(#FOTB-PT008) / (#FOTB-EN008),N.D
ondenação de Fogo Vulcânico / Volcanic Doomfire ,(#MC03-JP004) / (#MC03-JP004),N.D
Condenação Koa'ki Meiru / Koa'ki Meiru Doom ,(#BP03-PT058) / (#BP03-EN058),N.D
Condenação Koa'ki Meiru / Koa'ki Meiru Doom ,(#RGBT-PT026) / (#RGBT-EN026),N.D
Condensador de Dano / Damage Condenser ,(#DR04-PT172) / (#DR04-EN172),N.D
Condensador de Dano / Damage Condenser ,(#DT03-PT048) / (#DT03-EN048),N.D
Condensador de Dano / Damage Condenser ,(#SDBE-PT036) / (#SDBE-EN036),N.D
Condensador de Dano / Damage Condenser ,(#SOI-PT052) / (#SOI-EN052),N.D
Condutor de Crâneos / Skull Conductor ,(#ABPF-PT098) / (#ABPF-EN098),N.D
ondutor de Crâneos / Skull Conductor ,(#LCJW-PT209) / (#LCJW-EN209),N.D
ondutor Dododo / Dododo Driver ,(#NECH-PT093) / (#NECH-EN093),N.D
"Condutor Maravilha, o HERÓI Xtra / Xtra HERO Wonder Driver ",(#LEHD-PTA37) / (#LEHD-ENA37),N.D
"Condutor Maravilha, o HERÓI Xtra / Xtra HERO Wonder Driver ",(#LEHD-PTA37) / (#LEHD-ENA37),N.D
Condutora Harpia / Harpie Conductor ,(#BLHR-PT047) / (#BLHR-EN047),"4,00"
onduzir o Grande Rebanho / The Big Cattle Drive ,(#CBLZ-PT063) / (#CBLZ-EN063),N.D
Conector do Neo Espaço / Neo Space Connector ,(#SAST-PT008) / (#SAST-EN008),N.D
Conector do Neo Espaço / Neo Space Connector ,(#SOFU-PTSE3) / (#SOFU-ENSE3),N.D
onector Sucata / Junk Connector ,(#CT15-PT010) / (#CT15-EN010),N.D
onfiscation ,(#CP04-EN006),N.D
Confiscation ,(#DB1-EN023),N.D
Confiscation ,(#SRL-038),N.D
"onfrontar a ""B"" / Confronting the ""C"" ",(#INCH-PT040) / (#INCH-EN040),N.D
"Confrontar a ""B"" / Confronting the ""C"" ",(#JOTL-PT086) / (#JOTL-EN086),N.D
Confronto / Face-Off ,(#DUEA-PT077) / (#DUEA-EN077),N.D
Confronto Camarartista / Performapal Show Down ,(#YS16-PT031) / (#YS16-EN031),N.D
onfronto do Legado Mundial / World Legacy Clash ,(#CIBR-PT058) / (#CIBR-EN058),N.D
Confronto do Legado Mundial / World Legacy Clash ,(#MP18-PT140) / (#MP18-EN140),N.D
onfronto do Olho Maligno / Evil Eye Confrontation ,(#INCH-PT035) / (#INCH-EN035),N.D
Confronto Draco / Draco Face-Off ,(#BOSH-PT061) / (#BOSH-EN061),N.D
Confronto Draco / Draco Face-Off ,(#PGL3-PT090) / (#PGL3-EN090),N.D
onfronto Justo / Evenly Matched ,(#CIBR-PT077) / (#CIBR-EN077),N.D
Confronto Justo / Evenly Matched ,(#DUPO-PT099) / (#DUPO-EN099),N.D
Confronto Justo / Evenly Matched ,(#MP18-PT154) / (#MP18-EN154),N.D
Confronto na Caverna Subterror / Subterror Cave Clash ,(#RATE-PT085) / (#RATE-EN085),"1,20"
onfusion Chaff ,(#CSOC-EN064),N.D
Confusion Chaff ,(#DP08-EN026),N.D
ongestor Aglomerado / Cluster Congester ,(#CYHO-PT002) / (#CYHO-EN002),N.D
Congestor Aglomerado / Cluster Congester ,(#MP19-PT073) / (#MP19-EN073),N.D
onselheiro de Shien / Shien's Advisor ,(#EXVC-PT029) / (#EXVC-EN029),N.D
Conselheiro de Shien / Shien's Advisor ,(#SDWA-PT022) / (#SDWA-EN022),N.D
Conselheiro de Shien / Shien's Advisor ,(#SPWA-PT046) / (#SPWA-EN046),N.D
Consonância do Rei / King's Consonance ,(#PGL3-PT019) / (#PGL3-EN019),N.D
Constelar Acubens / Constellar Acubens ,(#DT07-PT068) / (#DT07-EN068),N.D
Constelar Acubens / Constellar Acubens ,(#HA07-PT044) / (#HA07-EN044),N.D
Constelar Aldebaran / Constellar Aldebaran ,(#DT07-PT019) / (#DT07-EN019),N.D
Constelar Aldebaran / Constellar Aldebaran ,(#HA07-PT006) / (#HA07-EN006),N.D
Constelar Algedi / Constellar Algiedi ,(#DT07-PT020) / (#DT07-EN020),N.D
Constelar Algedi / Constellar Algiedi ,(#HA07-PT007) / (#HA07-EN007),N.D
Constelar Algedi / Constellar Algiedi ,(#SP15-PT007) / (#SP15-EN007),"1,20"
Constelar Alrescha / Constellar Alrescha ,(#DT07-PT070) / (#DT07-EN070),N.D
Constelar Alrescha / Constellar Alrescha ,(#HA07-PT046) / (#HA07-EN046),N.D
Constelar Antares / Constellar Antares ,(#DT07-PT071) / (#DT07-EN071),N.D
Constelar Antares / Constellar Antares ,(#HA07-PT047) / (#HA07-EN047),N.D
Constelar Híades / Constellar Hyades ,(#DT07-PT037) / (#DT07-EN037),N.D
Constelar Híades / Constellar Hyades ,(#HA07-PT021) / (#HA07-EN021),N.D
Constelar Kaus / Constellar Kaus ,(#DT07-PT069) / (#DT07-EN069),N.D
Constelar Kaus / Constellar Kaus ,(#HA07-PT045) / (#HA07-EN045),N.D
Constelar Kaus / Constellar Kaus ,(#SP15-PT008) / (#SP15-EN008),"1,20"
Constelar Leonis / Constellar Leonis ,(#DT07-PT067) / (#DT07-EN067),N.D
Constelar Leonis / Constellar Leonis ,(#HA07-PT043) / (#HA07-EN043),N.D
Constelar Meteoro / Constellar Meteor ,(#DT07-PT099) / (#DT07-EN099),N.D
Constelar Meteoro / Constellar Meteor ,(#HA07-PT069) / (#HA07-EN069),N.D
Constelar Omega / Constellar Omega ,(#LTGY-PT091) / (#LTGY-EN091),N.D
Constelar Omega / Constellar Omega ,(#MP14-PT059) / (#MP14-EN059),N.D
Constelar Pólux / Constellar Pollux ,(#DT07-PT021) / (#DT07-EN021),N.D
Constelar Pólux / Constellar Pollux ,(#HA07-PT008) / (#HA07-EN008),N.D
Constelar Plêiades / Constellar Pleiades ,(#DT07-PT038) / (#DT07-EN038),N.D
Constelar Plêiades / Constellar Pleiades ,(#HA07-PT022) / (#HA07-EN022),N.D
Constelar Plêiades / Constellar Pleiades ,(#PGL3-PT066) / (#PGL3-EN066),N.D
Constelar Plêiades / Constellar Pleiades ,(#SP15-PT035) / (#SP15-EN035),"3,60"
Constelar Praesepe / Constellar Praesepe ,(#DT07-PT088) / (#DT07-EN088),N.D
Constelar Praesepe / Constellar Praesepe ,(#HA07-PT061) / (#HA07-EN061),N.D
Constelar Ptolomeu M7 / Constellar Ptolemy M7 ,(#DT07-PT089) / (#DT07-EN089),N.D
Constelar Ptolomeu M7 / Constellar Ptolemy M7 ,(#DUSA-PT089) / (#DUSA-EN089),"0,80"
Constelar Ptolomeu M7 / Constellar Ptolemy M7 ,(#HA07-PT062) / (#HA07-EN062),N.D
Constelar Ptolomeu M7 / Constellar Ptolemy M7 ,(#PGL3-PT071) / (#PGL3-EN071),N.D
Constelar Rasalhague / Constellar Rasalhague ,(#DT07-PT066) / (#DT07-EN066),N.D
Constelar Rasalhague / Constellar Rasalhague ,(#HA07-PT042) / (#HA07-EN042),N.D
Constelar Seat / Constellar Siat ,(#DT07-PT065) / (#DT07-EN065),N.D
Constelar Seat / Constellar Siat ,(#HA07-PT041) / (#HA07-EN041),N.D
Constelar Sheratan / Constellar Sheratan ,(#DT07-PT018) / (#DT07-EN018),N.D
Constelar Sheratan / Constellar Sheratan ,(#HA07-PT005) / (#HA07-EN005),N.D
Constelar Sombrero / Constellar Sombre ,(#LTGY-PT093) / (#LTGY-EN093),N.D
Constelar Sombrero / Constellar Sombre ,(#MP14-PT060) / (#MP14-EN060),N.D
Constelar Virgo / Constellar Virgo ,(#DT07-PT023) / (#DT07-EN023),N.D
Constelar Virgo / Constellar Virgo ,(#HA07-PT010) / (#HA07-EN010),N.D
Constelar Zubeneschamali / Constellar Zubeneschamali ,(#DT07-PT022) / (#DT07-EN022),N.D
Constelar Zubeneschamali / Constellar Zubeneschamali ,(#HA07-PT009) / (#HA07-EN009),N.D
Contact ,(#DP03-EN021),N.D
Contact ,(#POTD-EN037),N.D
Contact Out ,(#GLAS-EN045),N.D
Contact with Gusto ,(#DT05-EN092),N.D
Contact with Gusto ,(#HA05-EN056),N.D
ontact with the Aquamirror ,(#EXVC-EN059),N.D
ontagem Final / Final Countdown ,(#CP01-PT016) / (#CP01-EN016),N.D
ontagem Final / Final Countdown ,(#DCR-091) / (#DCR-091),N.D
ontagem Final / Final Countdown ,(#DCR-091) / (#DCR-091),N.D
Contagem Final / Final Countdown ,(#DR1-PT253) / (#DR1-EN253),N.D
Contato do Senhor Obscuro / Darklord Contact ,(#BLRR-PT094) / (#BLRR-EN094),N.D
Contato do Senhor Obscuro / Darklord Contact ,(#DESO-PT035) / (#DESO-EN035),N.D
Contato Milagroso / Miracle Contact ,(#BLLR-PT076) / (#BLLR-EN076),N.D
Contato Milagroso / Miracle Contact ,(#REDU-PT093) / (#REDU-EN093),N.D
Contra Ataque ,(#OP10-PT036),N.D
Contra-ataque de Des / Des Counterblow ,(#AST-107) / (#AST-107),N.D
Contra-ataque de Des / Des Counterblow ,(#DR2-PT220) / (#DR2-EN220),N.D
Contra-explosão / Backfire ,(#AST-046) / (#AST-046),N.D
Contra-explosão / Backfire ,(#DR2-PT158) / (#DR2-EN158),N.D
Contra-explosão / Backfire ,(#SD3-PT031) / (#SD3-EN031),N.D
Contra-explosão / Backfire ,(#SDOK-PT031) / (#SDOK-EN031),N.D
Contra-explosão / Backfire ,(#SDSB-PT038) / (#SDSB-EN038),N.D
Contragolpe Jolt / Jolt Counter ,(#WSUP-PT015) / (#WSUP-EN015),N.D
Contragolpe Metalmorfose / Metalfoes Counter ,(#MP17-PT111) / (#MP17-EN111),N.D
Contragolpe Metalmorfose / Metalfoes Counter ,(#PEVO-PT056) / (#PEVO-EN056),N.D
Contragolpe Metalmorfose / Metalfoes Counter ,(#TDIL-PT072) / (#TDIL-EN072),N.D
Contrato com Don Mil / Contract with Don Thousand ,(#DUSA-PT041) / (#DUSA-EN041),N.D
ontrato com Exodia / Contract with Exodia ,(#DCR-031) / (#DCR-031),N.D
ontrato com Exodia / Contract with Exodia ,(#DCR-031) / (#DCR-031),N.D
Contrato com Exodia / Contract with Exodia ,(#DR1-PT193) / (#DR1-EN193),N.D
Contrato com Exodia / Contract with Exodia ,(#LDK2-PTY29) / (#LDK2-ENY29),N.D
Contrato com Exodia / Contract with Exodia ,(#LDK2-PTY29) / (#LDK2-ENY29),N.D
Contrato com Exodia / Contract with Exodia ,(#LDK2-PTY29) / (#LDK2-ENY29),N.D
Contrato com Exodia / Contract with Exodia ,(#LDK2-PTY29) / (#LDK2-ENY29),N.D
Contrato com o ,Abismo,N.D
ontrato com o Abismo / Contract with the Abyss ,(#CP03-PT019) / (#CP03-EN019),N.D
ontrato com o Abismo / Contract with the Abyss ,(#DCR-086) / (#DCR-086),N.D
ontrato com o Abismo / Contract with the Abyss ,(#DCR-086) / (#DCR-086),N.D
Contrato com o Abismo / Contract with the Abyss ,(#DR1-PT248) / (#DR1-EN248),N.D
ontrato com o Abismo / Contract with the Abyss ,(#LCYW-PT273) / (#LCYW-EN273),N.D
ontrato com o Mestre das Trevas / Contract with the Dark Master ,(#DCR-087) / (#DCR-087),N.D
ontrato com o Mestre das Trevas / Contract with the Dark Master ,(#DCR-087) / (#DCR-087),N.D
Contrato com o Mestre das Trevas / Contract with the Dark Master ,(#DR1-PT249) / (#DR1-EN249),N.D
ontrato com o Mestre das Trevas / Contract with the Dark Master ,(#LCYW-PT128) / (#LCYW-EN128),N.D
Contrato com o Mestre das Trevas / Contract with the Dark Master ,(#MIL1-PT021) / (#MIL1-EN021),N.D
Controlador de Inimigos / Enemy Controller ,(#5DS3-PT025) / (#5DS3-EN025),N.D
Controlador de Inimigos / Enemy Controller ,(#AST-037) / (#AST-037),N.D
Controlador de Inimigos / Enemy Controller ,(#BP01-PT078) / (#BP01-EN078),N.D
Controlador de Inimigos / Enemy Controller ,(#BP02-PT144) / (#BP02-EN144),N.D
Controlador de Inimigos / Enemy Controller ,(#BP03-PT149) / (#BP03-EN149),N.D
ontrolador de Inimigos / Enemy Controller ,(#CP01-PT010) / (#CP01-EN010),N.D
Controlador de Inimigos / Enemy Controller ,(#DLDI-PT004) / (#DLDI-EN004),N.D
ontrolador de Inimigos / Enemy Controller ,(#DPBC-PT019) / (#DPBC-EN019),N.D
Controlador de Inimigos / Enemy Controller ,(#DR2-PT149) / (#DR2-EN149),N.D
Controlador de Inimigos / Enemy Controller ,(#DT02-PT040) / (#DT02-EN040),N.D
Controlador de Inimigos / Enemy Controller ,(#GLD3-PT043) / (#GLD3-EN043),N.D
ontrolador de Inimigos / Enemy Controller ,(#LCKC-PT032) / (#LCKC-EN032),N.D
Controlador de Inimigos / Enemy Controller ,(#LDK2-PTK23) / (#LDK2-ENK23),N.D
Controlador de Inimigos / Enemy Controller ,(#LDK2-PTK23) / (#LDK2-ENK23),N.D
Controlador de Inimigos / Enemy Controller ,(#LDK2-PTK23) / (#LDK2-ENK23),N.D
Controlador de Inimigos / Enemy Controller ,(#LDK2-PTK23) / (#LDK2-ENK23),N.D
Controlador de Inimigos / Enemy Controller ,(#PGL2-PT076) / (#PGL2-EN076),N.D
Controlador de Inimigos / Enemy Controller ,(#SD10-PT027) / (#SD10-EN027),N.D
Controlador de Inimigos / Enemy Controller ,(#SDBE-PT032) / (#SDBE-EN032),N.D
Controlador de Inimigos / Enemy Controller ,(#SDDE-PT025) / (#SDDE-EN025),N.D
Controlador de Inimigos / Enemy Controller ,(#SDKS-PT026) / (#SDKS-EN026),N.D
ontrolador de Inimigos / Enemy Controller ,(#SDSC-PT029) / (#SDSC-EN029),N.D
Controlador de Inimigos / Enemy Controller ,(#SR01-PT031) / (#SR01-EN031),N.D
Controlador de Inimigos / Enemy Controller ,(#YSDS-PT027) / (#YSDS-EN027),N.D
Controlador de Inimigos / Enemy Controller ,(#YSKR-PT035) / (#YSKR-EN035),N.D
Controle Cerebral / Brain Control ,(#DPYG-PT024) / (#DPYG-EN024),N.D
Controle Cerebral / Brain Control ,(#DR3-PT218) / (#DR3-EN218),N.D
Controle Cerebral / Brain Control ,(#DT03-PT094) / (#DT03-EN094),N.D
Controle Cerebral / Brain Control ,(#DUSA-PT046) / (#DUSA-EN046),N.D
Controle Cerebral / Brain Control ,(#GLD1-PT033) / (#GLD1-EN033),N.D
ontrole Cerebral / Brain Control ,(#LCYW-PT074) / (#LCYW-EN074),N.D
Controle Cerebral / Brain Control ,(#SD7-PT024) / (#SD7-EN024),N.D
Controle Cerebral / Brain Control ,(#SDDE-PT027) / (#SDDE-EN027),N.D
Controle Cerebral / Brain Control ,(#SDRL-PT030) / (#SDRL-EN030),N.D
Controle Cerebral / Brain Control ,(#TLM-PT038) / (#TLM-EN038),N.D
Controle Cerebral / Brain Control ,(#YGLD-PTA26) / (#YGLD-ENA26),N.D
Controle Cerebral / Brain Control ,(#YGLD-PTA26) / (#YGLD-ENA26),N.D
Controle Cerebral / Brain Control ,(#YGLD-PTA26) / (#YGLD-ENA26),N.D
Controle Cerebral / Brain Control ,(#YGLD-PTA26) / (#YGLD-ENA26),N.D
Controle Cerebral / Brain Control ,(#YSD-PT031) / (#YSD-EN031),N.D
Controle Cerebral / Brain Control ,(#YSDJ-PT030) / (#YSDJ-EN030),N.D
Controle Cerebral / Brain Control ,(#YSDS-PT031) / (#YSDS-EN031),N.D
Controle do Vampiro / Vampire Domination ,(#DASA-PT011) / (#DASA-EN011),N.D
Controle do Vampiro / Vampire Domination ,(#MP19-PT243) / (#MP19-EN243),N.D
Controle Hipnotizante / Mesmeric Control ,(#SD09-PT022) / (#SD09-EN022),N.D
Controle Hipnotizante (#SOI-PTSE4  / Mesmeric Control (#SOI-ENSE4  ,) / ),N.D
Controle Mental / Mind Control ,(#DUDE-PT038) / (#DUDE-EN038),N.D
Controle Mental / Mind Control ,(#GLD2-PT037) / (#GLD2-EN037),N.D
ontrole Mental / Mind Control ,(#LCYW-PT176) / (#LCYW-EN176),N.D
Controle Mental / Mind Control ,(#PGLD-PT067) / (#PGLD-EN067),N.D
ontrole Mental / Mind Control ,(#SDCL-PT028) / (#SDCL-EN028),N.D
Controle Mental / Mind Control ,(#SDWS-PT018) / (#SDWS-EN018),N.D
ontrole Mental / Mind Control ,(#WC5-PT003) / (#WC5-EN003),N.D
Conversor Ciberso / Cyberse Converter ,(#SAST-PT092) / (#SAST-EN092),N.D
Converter Contato / Convert Contact ,(#BLRR-PT055) / (#BLRR-EN055),N.D
Converter Contato / Convert Contact ,(#DP06-PT016) / (#DP06-EN016),N.D
Converter Contato / Convert Contact ,(#TAEV-PT047) / (#TAEV-EN047),N.D
Convocação do Arquidemônio / Archfiend's Call ,(#FIGA-PT032) / (#FIGA-EN032),N.D
Convocador de Espitritos / Spirit Caller ,(#AST-075) / (#AST-075),N.D
Convocador de Espitritos / Spirit Caller ,(#DR2-PT188) / (#DR2-EN188),N.D
Convocador de Espitritos (#YSD-PT016 / Spirit Caller (#YSD-EN016 ,) / ),N.D
Convocador do Dagrão / Dragon Caller ,(#SS02-PTAS3) / (#SS02-ENAS3),N.D
Convocar ,Arsenal,N.D
Convulsion of Nature ,(#DB2-EN193),N.D
Convulsion of Nature ,(#LOD-084),N.D
Coração do Legado Mundial / World Legacy's Heart ,(#BLRR-PT099) / (#BLRR-EN099),N.D
oração do Legado Mundial / World Legacy's Heart ,(#COTD-PT058) / (#COTD-EN058),N.D
Coração do Legado Mundial / World Legacy's Heart ,(#MP18-PT074) / (#MP18-EN074),N.D
"Coração Selvagem, o HERÓI do Elemento / Elemental HERO Wildheart ",(#DP03-PT003) / (#DP03-EN003),N.D
"Coração Selvagem, o HERÓI do Elemento / Elemental HERO Wildheart ",(#DR04-PT068) / (#DR04-EN068),N.D
"Coração Selvagem, o HERÓI do Elemento / Elemental HERO Wildheart ",(#EEN-PT008) / (#EEN-EN008),N.D
"Coração Selvagem, o HERÓI do Elemento / Elemental HERO Wildheart ",(#GSE-PT001) / (#GSE-EN001),N.D
"oração Selvagem, o HERÓI do Elemento / Elemental HERO Wildheart ",(#LCGX-PT014) / (#LCGX-EN014),N.D
"Coração Selvagem, o HERÓI do Elemento / Elemental HERO Wildheart ",(#SDHS-PT011) / (#SDHS-EN011),N.D
"Coração Selvagem, o HERÓI do Elemento / Elemental HERO Wildheart ",(#YSDJ-PT019) / (#YSDJ-EN019),N.D
Corda da Vida / Rope of Life ,(#5DS3-PT033) / (#5DS3-EN033),N.D
Corda da Vida / Rope of Life ,(#BP02-PT176) / (#BP02-EN176),N.D
Corda da Vida / Rope of Life ,(#DR1-PT054) / (#DR1-EN054),N.D
orda da Vida / Rope of Life ,(#LCJW-PT133) / (#LCJW-EN133),N.D
orda da Vida / Rope of Life ,(#LCYW-PT147) / (#LCYW-EN147),N.D
Corda da Vida (#PGD-105 / Rope of Life (#PGD-105 ,) / ),N.D
Cordeiros Perdidos / Stray Lambs ,(#SS02-PTB12) / (#SS02-ENB12),N.D
Core Blast ,(#ABPF-EN072),N.D
Core Blaster ,(#ANPR-EN053),N.D
Core Compression ,(#ANPR-EN052),N.D
Core Overclock ,(#TSHD-EN087),N.D
Core Reinforcement ,(#ANPR-EN073),N.D
Core Transport Unit ,(#ABPF-EN089),N.D
Corneta Celestial / Horn of Heaven ,(#DB2-PT076) / (#DB2-EN076),N.D
orneta Celestial / Horn of Heaven ,(#LCJW-PT292) / (#LCJW-EN292),N.D
orneta Celestial / Horn of Heaven ,(#LCYW-PT090) / (#LCYW-EN090),N.D
Corneta Celestial / Horn of Heaven ,(#MRD-130) / (#MRD-130),N.D
Corneta Celestial / Horn of Heaven ,(#PGL3-PT034) / (#PGL3-EN034),N.D
Corneta Celestial / Horn of Heaven ,(#TP3-005) / (#TP3-005),N.D
Coroa de Asas Azuis / Blue-Winged Crown ,(#MRD-122) / (#MRD-122),N.D
oroada pelo Cálice Mundial / Crowned by the World Chalice ,(#COTD-PT018) / (#COTD-EN018),N.D
Coroada pelo Cálice Mundial / Crowned by the World Chalice ,(#MP18-PT044) / (#MP18-EN044),N.D
orococó / Cockadoodledoo ,(#AC18-PT014) / (#AC18-EN014),N.D
orococó / Cockadoodledoo ,(#AC18-PT014) / (#AC18-EN014),N.D
Corococó / Cockadoodledoo ,(#JOTL-PT083) / (#JOTL-EN083),N.D
orococó / Cockadoodledoo ,(#LEHD-PTC11) / (#LEHD-ENC11),N.D
orococó / Cockadoodledoo ,(#LEHD-PTC11) / (#LEHD-ENC11),N.D
Corococó / Cockadoodledoo ,(#MP14-PT115) / (#MP14-EN115),N.D
orpo Companheiro Pudim Pútrido / Putrid Pudding Body Buddies ,(#CROS-PT037) / (#CROS-EN037),N.D
Corpo Companheiro Pudim Pútrido / Putrid Pudding Body Buddies ,(#MP16-PT019) / (#MP16-EN019),N.D
Corredor Sucata / Junk Forward ,(#BPW2-PT046) / (#BPW2-EN046),N.D
orredor Sucata / Junk Forward ,(#LC5D-PT024) / (#LC5D-EN024),N.D
orredor Sucata / Junk Forward ,(#LEHD-PTC09) / (#LEHD-ENC09),N.D
orredor Sucata / Junk Forward ,(#LEHD-PTC09) / (#LEHD-ENC09),N.D
orredor Sucata / Junk Forward ,(#PRC1-PT009) / (#PRC1-EN009),N.D
Corredor Sucata / Junk Forward ,(#WGRT-PT046) / (#WGRT-EN046),N.D
Corredor Vermelho / Red Sprinter ,(#DPDG-PT027) / (#DPDG-EN027),N.D
Corredor Vermelho / Red Sprinter ,(#HSRD-PT015) / (#HSRD-EN015),N.D
Correio Infectado / Infected Mail ,(#BP01-PT085) / (#BP01-EN085),N.D
Correio Infectado / Infected Mail ,(#GENF-PT051) / (#GENF-EN051),N.D
Correio Infectado / Infected Mail ,(#SP13-PT033) / (#SP13-EN033),N.D
Corrente de Concentração / Concentrating Current ,(#MP19-PT202) / (#MP19-EN202),N.D
Corrente de Concentração / Concentrating Current ,(#SOFU-PT064) / (#SOFU-EN064),N.D
Corrente de Invocação / Chain Summoning ,(#OP05-PT025) / (#OP05-EN025),N.D
Corrente de Invocação / Chain Summoning ,(#PTDN-PT057) / (#PTDN-EN057),N.D
Corrente Demoníaca / Fiendish Chain ,(#ABPF-PT064) / (#ABPF-EN064),N.D
Corrente Demoníaca / Fiendish Chain ,(#AP08-PT003) / (#AP08-EN003),N.D
Corrente Demoníaca / Fiendish Chain ,(#BP01-PT105) / (#BP01-EN105),N.D
orrente Demoníaca / Fiendish Chain ,(#LC5D-PT082) / (#LC5D-EN082),N.D
orrente Demoníaca / Fiendish Chain ,(#LCKC-PT095) / (#LCKC-EN095),N.D
Corrente Demoníaca / Fiendish Chain ,(#SDBE-PT034) / (#SDBE-EN034),N.D
Corrente Demoníaca / Fiendish Chain ,(#SDKS-PT039) / (#SDKS-EN039),N.D
Corrente Demoníaca / Fiendish Chain ,(#SDWA-PT036) / (#SDWA-EN036),N.D
Corrente Demoníaca / Fiendish Chain ,(#SR03-PT036) / (#SR03-EN036),N.D
Corrente Demoníaca / Fiendish Chain ,(#YS17-PT039) / (#YS17-EN039),N.D
Corrente Gishki / Gishki Chain ,(#DT05-PT067) / (#DT05-EN067),N.D
Corrente Gishki / Gishki Chain ,(#HA05-PT034) / (#HA05-EN034),N.D
Corrente Gishki / Gishki Chain ,(#THSF-PT041) / (#THSF-EN041),N.D
Corrente Lavalval / Lavalval Chain ,(#DT07-PT035) / (#DT07-EN035),N.D
Corrente Lavalval / Lavalval Chain ,(#HA07-PT019) / (#HA07-EN019),N.D
Corrente Lavalval / Lavalval Chain ,(#PGL2-PT044) / (#PGL2-EN044),N.D
Corrente Marincesa / Marincess Current ,(#RIRA-PT069) / (#RIRA-EN069),"0,60"
"Correnteza, Dragão Soberano das Gotas / Stream, Dragon Ruler of Droplets ",(#LTGY-PT096) / (#LTGY-EN096),N.D
Corridor of Agony ,(#TSHD-EN062),N.D
Corroding Shark ,(#TP1-020),N.D
Corrupção do Legado Mundial / World Legacy's Corruption ,(#FLOD-PT057) / (#FLOD-EN057),N.D
Corrupção do Legado Mundial / World Legacy's Corruption ,(#MP19-PT037) / (#MP19-EN037),N.D
"orruption Cell ""A"" ",(#CDIP-EN037),N.D
Corsesca Dragunidade / Dragunity Corsesca ,(#DT04-PT074) / (#DT04-EN074),N.D
Corsesca Dragunidade / Dragunity Corsesca ,(#HA04-PT044) / (#HA04-EN044),N.D
Corsesca Dragunidade / Dragunity Corsesca ,(#OP08-PT028) / (#OP08-EN028),N.D
